Name,Stars,Cuisine,Currency_Type,Region,Mid_Point,coor,Latitude,Longitude,Country
Le Marcq,One,Contemporary ,EUR,Hauts-De-France,64.38,"50.6624168,3.0976061",50.6624168,3.0976061,France
L'Atelier d'Edmond,Two,Creative,EUR,Auvergne-Rhone-Alpes,133.2,"45.4502600,7.0100800",45.45026,7.01008,France
La Table du Gourmet,One,Creative,EUR,Grand-Est,90.47,"48.1664500,7.2973100",48.16645,7.29731,France
L'Oustau de BaumaniËre,Three,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,191.48,"43.7486439,4.7933262",43.7486439,4.7933262,France
L'Axel,One,Contemporary ,EUR,Ile-De-France,112.11,"48.4051841,2.6967392",48.4051841,2.6967392,France
Auberge Grand'Maison,One,Contemporary ,EUR,Bretagne,66.6,"48.2011120,-2.9869249",48.201112,-2.9869249,France
Lait Thym Sel,One,Creative,EUR,Pays-De-La-Loire,66.6,"47.4750200,-0.5614800",47.47502,-0.56148,France
La Grande Cascade,One,Contemporary ,EUR,Ile-De-France,169.28,"48.8627780,2.2404327",48.862778,2.2404327,France
Haut Bonheur de la Table,One,Contemporary ,EUR,Hauts-De-France,56.61,"50.7999474,2.4857285",50.7999474,2.4857285,France
Le Baudelaire,One,Contemporary ,EUR,Ile-De-France,117.66,"48.8679300,2.3258240",48.86793,2.325824,France
Les GenÍts,One,Contemporary ,EUR,Pays-De-La-Loire,53.84,"46.6058940,-1.8350415",46.605894,-1.8350415,France
La Barbacane,One,Classic,EUR,Occitanie,103.23,"43.2055139,2.3630689",43.2055139,2.3630689,France
Le Charlemagne,One,Creative,EUR,Bourgogne-Franche-Comte,87.14,"47.0773501,4.8499755",47.0773501,4.8499755,France
La Table d'UzËs,One,Contemporary ,EUR,Occitanie,82.7,"44.0128000,4.4210800",44.0128,4.42108,France
Yoann Conte,Two,Creative,EUR,Auvergne-Rhone-Alpes,225.33,"45.8890126,6.1721665",45.8890126,6.1721665,France
SolÈna,One,Contemporary ,EUR,Nouvelle-Aquitaine,66.6,"44.8405363,-0.5903561",44.8405363,-0.5903561,France
Albert 1er,One,Classic,EUR,Auvergne-Rhone-Alpes,138.2,"45.9249264,6.8739886",45.9249264,6.8739886,France
La Villa Madie,Two,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,190.37,"43.2109459,5.5460887",43.2109459,5.5460887,France
L'Hysope,One,Creative,EUR,Nouvelle-Aquitaine,72.15,"46.1295087,-1.0098755",46.1295087,-1.0098755,France
Le Jardin de Benjamin,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,122.1,"43.5074444,6.3570383",43.5074444,6.3570383,France
Le Skiff Club,Two,Contemporary ,EUR,Nouvelle-Aquitaine,138.75,"44.6062906,-1.2068383",44.6062906,-1.2068383,France
La Table,One,Contemporary ,EUR,Hauts-De-France,82.14,"50.6387290,3.0571817",50.638729,3.0571817,France
La Table des Merville,One,Contemporary ,EUR,Occitanie,83.25,"43.5151273,1.4983052",43.5151273,1.4983052,France
La Table du ConnÈtable,One,Contemporary ,EUR,Hauts-De-France,133.2,"49.1941600,2.4801812",49.19416,2.4801812,France
Michel Sarran,Two,Creative,EUR,Occitanie,147.08,"43.6072355,1.4347255",43.6072355,1.4347255,France
Auberge de l'Ill,Two,Classic,EUR,Grand-Est,222,"48.1843767,7.4331640",48.1843767,7.433164,France
Le Corot,One,Creative,EUR,Ile-De-France,105.45,"48.8220549,2.1830307",48.8220549,2.1830307,France
La Tour des Sens,One,Creative,EUR,Auvergne-Rhone-Alpes,82.14,"45.3132700,5.9662100",45.31327,5.96621,France
La Table de Castigno,One,Contemporary ,EUR,Occitanie,73.82,"43.3983603,2.8876408",43.3983603,2.8876408,France
William Frachot,Two,Creative,EUR,Bourgogne-Franche-Comte,124.32,"47.3212109,5.0357080",47.3212109,5.035708,France
La Merise,One,Contemporary ,EUR,Grand-Est,82.14,"48.8796819,7.7225409",48.8796819,7.7225409,France
La Table de la Ferme,One,Corsican,EUR,Corse,216.45,"41.5087775,8.9022905",41.5087775,8.9022905,France
La Ferme de l'Hospital,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,87.69,"46.1537078,6.1620519",46.1537078,6.1620519,France
L'Auberge des Glazicks,Two,Creative,EUR,Bretagne,163.73,"48.1803900,-4.2351300",48.18039,-4.23513,France
Le Dallaison,One,Contemporary ,EUR,Nouvelle-Aquitaine,32.19,"45.7466694,-0.6240654",45.7466694,-0.6240654,France
Le Prince Noir - Vivien Durand,One,Contemporary ,EUR,Nouvelle-Aquitaine,94.35,"44.8780815,-0.5288223",44.8780815,-0.5288223,France
Buerehiesel,One,Contemporary ,EUR,Grand-Est,84.92,"48.5911500,7.7753396",48.59115,7.7753396,France
Villa de l'…tang Blanc,One,Contemporary ,EUR,Nouvelle-Aquitaine,61.05,"43.7016289,-1.3616463",43.7016289,-1.3616463,France
Le Gindreau,One,Creative,EUR,Occitanie,111.56,"44.5383000,1.2942900",44.5383,1.29429,France
Maison Jeunet,Two,Creative,EUR,Bourgogne-Franche-Comte,122.1,"46.9028637,5.7727248",46.9028637,5.7727248,France
Auberge au Búuf,One,Contemporary ,EUR,Grand-Est,76.59,"48.7993778,7.9858523",48.7993778,7.9858523,France
Fleur de PavÈ,One,Creative,EUR,Ile-De-France,77.7,"48.8677000,2.3433300",48.8677,2.34333,France
Auberge de Montfleury,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,62.16,"44.5636155,4.4711772",44.5636155,4.4711772,France
Pierre Reboul,One,Creative,EUR,Provence-Alpes-Cote-Dazur,115.44,"43.5080070,5.4054860",43.508007,5.405486,France
La Bonne …tape,One,ProvenÁal,EUR,Provence-Alpes-Cote-Dazur,83.25,"44.0935978,6.0105340",44.0935978,6.010534,France
Mariottat,One,Contemporary ,EUR,Nouvelle-Aquitaine,64.94,"44.2020168,0.6131157",44.2020168,0.6131157,France
Le George,One,Italian,EUR,Ile-De-France,107.67,"48.8685800,2.3010500",48.86858,2.30105,France
Alliance,One,Contemporary ,EUR,Ile-De-France,133.2,"48.8500098,2.3532787",48.8500098,2.3532787,France
Nomicos,One,Contemporary ,EUR,Ile-De-France,121.55,"48.8702241,2.2829104",48.8702241,2.2829104,France
Sylvestre,Two,Contemporary ,EUR,Ile-De-France,249.75,"48.8597902,2.3087029",48.8597902,2.3087029,France
Roscanvec,One,Creative,EUR,Bretagne,79.92,"47.6569940,-2.7577037",47.656994,-2.7577037,France
Ch‚teau d'AdomÈnil,One,Traditional,EUR,Grand-Est,127.65,"48.5647471,6.4630197",48.5647471,6.4630197,France
Table - Bruno Verjus,One,Contemporary ,EUR,Ile-De-France,205.35,"48.8487100,2.3758900",48.84871,2.37589,France
Aspic,One,Contemporary ,EUR,Ile-De-France,76.59,"48.8791753,2.3436245",48.8791753,2.3436245,France
L'Aquarelle,One,Creative,EUR,Nouvelle-Aquitaine,95.46,"45.6858748,-1.0397569",45.6858748,-1.0397569,France
Les Trois Soleils de Montal,One,Contemporary ,EUR,Occitanie,72.15,"44.8626234,1.8654394",44.8626234,1.8654394,France
Auberge Le PrieurÈ,One,Creative,EUR,Nouvelle-Aquitaine,62.72,"44.1408186,0.6089812",44.1408186,0.6089812,France
La Source,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,66.6,"45.5889370,4.3105689",45.588937,4.3105689,France
La Terrasse,One,ProvenÁal,EUR,Provence-Alpes-Cote-Dazur,134.87,"43.4167856,6.8375024",43.4167856,6.8375024,France
Le Pousse-Pied,One,Market,EUR,Pays-De-La-Loire,49.4,"46.3480978,-1.4044731",46.3480978,-1.4044731,France
Origines,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,65.49,"45.5019340,3.2440696",45.501934,3.2440696,France
Les Clefs d'Argent,One,Creative,EUR,Nouvelle-Aquitaine,69.38,"43.8871612,-0.5127259",43.8871612,-0.5127259,France
…tincelles - La GentilhommiËre,One,Creative,EUR,Nouvelle-Aquitaine,94.91,"44.6937355,0.7511404",44.6937355,0.7511404,France
Bras,Two,Creative,EUR,Occitanie,211.46,"44.6765000,2.9154400",44.6765,2.91544,France
La Promenade,One,Contemporary ,EUR,Centre-Val-De-Loire,89.36,"46.9211900,0.9187800",46.92119,0.91878,France
Le Jules Verne,One,Contemporary ,EUR,Ile-De-France,202.58,"48.8582320,2.2945324",48.858232,2.2945324,France
Lamartine,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,89.36,"45.6762400,5.8525800",45.67624,5.85258,France
Auguste,One,Contemporary ,EUR,Ile-De-France,88.25,"48.8561689,2.3170030",48.8561689,2.317003,France
Domaine de Rochevilaine,One,Contemporary ,EUR,Bretagne,91.58,"47.5150300,-2.5022200",47.51503,-2.50222,France
Apicius,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,88.25,"45.7792500,3.0828500",45.77925,3.08285,France
Le LiËvre Gourmand,One,Contemporary ,EUR,Centre-Val-De-Loire,65.49,"47.8979700,1.9104800",47.89797,1.91048,France
La Signoria,One,Contemporary ,EUR,Corse,108.23,"42.5368320,8.7846305",42.536832,8.7846305,France
L'ApartÈ,One,Contemporary ,EUR,Occitanie,70.48,"43.6449042,1.5104515",43.6449042,1.5104515,France
NumÈro 3,One,Contemporary ,EUR,Ile-De-France,77.15,"48.7775040,1.8770687",48.777504,1.8770687,France
FrÈdÈric Doucet,One,Contemporary ,EUR,Bourgogne-Franche-Comte,94.35,"46.4334903,4.2751453",46.4334903,4.2751453,France
1131,One,Contemporary ,EUR,Bourgogne-Franche-Comte,141.53,"47.2157221,4.7241758",47.2157221,4.7241758,France
L'AllÈe des Vignes,One,Creative,EUR,Occitanie,70.48,"44.4848484,1.8436405",44.4848484,1.8436405,France
ERH,One,Contemporary ,EUR,Ile-De-France,97.13,"48.8644218,2.3494971",48.8644218,2.3494971,France
Nature,One,Contemporary ,EUR,Hauts-De-France,66.05,"50.6865830,2.8835219",50.686583,2.8835219,France
Lalique,One,Classic,EUR,Nouvelle-Aquitaine,172.05,"44.5493811,-0.3374123",44.5493811,-0.3374123,France
La Voile,Two,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,147.08,"43.1906565,6.6496163",43.1906565,6.6496163,France
Restaurant des Rois,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,233.1,"43.7059919,7.3350726",43.7059919,7.3350726,France
Le Carmin,One,Contemporary ,EUR,Bourgogne-Franche-Comte,90.47,"47.0225391,4.8377091",47.0225391,4.8377091,France
La Table de Franck Putelat,Two,Contemporary ,EUR,Occitanie,148.74,"43.2038600,2.3646800",43.20386,2.36468,France
La Grande Maison de Bernard Magrez,Two,Creative,EUR,Nouvelle-Aquitaine,155.4,"44.8530800,-0.5890981",44.85308,-0.5890981,France
Le Chateaubriand,One,Contemporary ,EUR,Ile-De-France,119.33,"48.8693540,2.3714371",48.869354,2.3714371,France
Christopher Coutanceau,Three,Seafood,EUR,Nouvelle-Aquitaine,169.28,"46.1557284,-1.1609135",46.1557284,-1.1609135,France
L'…vidence,One,Contemporary ,EUR,Centre-Val-De-Loire,78.26,"47.2873800,0.7132500",47.28738,0.71325,France
‘ Flaveurs,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,113.78,"46.3010727,6.3136031",46.3010727,6.3136031,France
Le Petit Nice,Three,Seafood,EUR,Provence-Alpes-Cote-Dazur,283.05,"43.2803346,5.3521929",43.2803346,5.3521929,France
Le Pressoir,One,Contemporary ,EUR,Bretagne,78.26,"47.6967350,-2.7507410",47.696735,-2.750741,France
La ChËvre d'Or,Two,Creative,EUR,Provence-Alpes-Cote-Dazur,194.25,"43.7273780,7.3620885",43.727378,7.3620885,France
La Maison d'‡† CÙtÈ,Two,Contemporary ,EUR,Centre-Val-De-Loire,127.65,"47.6411867,1.4452086",47.6411867,1.4452086,France
Radio,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,77.15,"45.7699500,3.0617570",45.76995,3.061757,France
RÈgis et Jacques Marcon,Three,Creative,EUR,Auvergne-Rhone-Alpes,252.53,"45.1395600,4.4343600",45.13956,4.43436,France
L'Abeille,Two,Contemporary ,EUR,Ile-De-France,258.08,"48.8643016,2.2937264",48.8643016,2.2937264,France
Claude Darroze,One,Classic,EUR,Nouvelle-Aquitaine,88.25,"44.5530500,-0.2466300",44.55305,-0.24663,France
Chapelle Saint-Martin,One,Contemporary ,EUR,Nouvelle-Aquitaine,110.45,"45.8923765,1.1789789",45.8923765,1.1789789,France
ES,One,Contemporary ,EUR,Ile-De-France,88.8,"48.8564490,2.3211774",48.856449,2.3211774,France
Le 7Ëme Continent,One,Contemporary ,EUR,Grand-Est,73.82,"47.7479256,7.4034533",47.7479256,7.4034533,France
MËre Brazier,Two,Classic,EUR,Auvergne-Rhone-Alpes,180.38,"45.7714428,4.8372322",45.7714428,4.8372322,France
Auberge des Saints PËres,One,Creative,EUR,Ile-De-France,70.48,"48.9200000,2.4895500",48.92,2.48955,France
La Table du 11,One,Contemporary ,EUR,Ile-De-France,86.03,"48.8028475,2.1236100",48.8028475,2.12361,France
FrÈdÈric Simonin,One,Contemporary ,EUR,Ile-De-France,113.78,"48.8799546,2.2943549",48.8799546,2.2943549,France
Auberge de la Mine,One,Contemporary ,EUR,Normandie,57.72,"48.6471975,-0.5222974",48.6471975,-0.5222974,France
Copenhague,One,Danish,EUR,Ile-De-France,94.35,"48.8726070,2.2988193",48.872607,2.2988193,France
Auberge ‡† la Bonne IdÈe,One,Classic,EUR,Hauts-De-France,73.26,"49.3483350,2.9055800",49.348335,2.90558,France
L'AlchÈmille,One,Contemporary ,EUR,Grand-Est,81.59,"48.1487640,7.2497298",48.148764,7.2497298,France
La Grand'Vigne,Two,Contemporary ,EUR,Nouvelle-Aquitaine,152.07,"44.7311900,-0.5572000",44.73119,-0.5572,France
Ch‚teau de la Gaude,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,118.77,"43.5689110,5.4785350",43.568911,5.478535,France
Le FarÁon,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,95.46,"45.4316757,6.5938228",45.4316757,6.5938228,France
Quai des Saveurs,One,Contemporary ,EUR,Grand-Est,94.35,"49.2534752,6.1646539",49.2534752,6.1646539,France
Maximilien,One,Contemporary ,EUR,Grand-Est,81.03,"48.1696477,7.3189306",48.1696477,7.3189306,France
Le Chiquito,One,Classic,EUR,Ile-De-France,87.69,"49.0596400,2.1645400",49.05964,2.16454,France
Manoir de Lan-Kerellec,One,Seafood,EUR,Bretagne,83.25,"48.7766651,-3.5847022",48.7766651,-3.5847022,France
Maison Aribert,Two,Creative,EUR,Auvergne-Rhone-Alpes,152.07,"45.1424377,5.8310609",45.1424377,5.8310609,France
La Licorne Royale,One,Contemporary ,EUR,Normandie,93.8,"49.3985891,1.4766068",49.3985891,1.4766068,France
Ch‚teau Cordeillan-Bages,One,Contemporary ,EUR,Nouvelle-Aquitaine,133.2,"45.1887744,-0.7520596",45.1887744,-0.7520596,France
Ambroisie,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,83.25,"45.5602200,5.4870000",45.56022,5.487,France
Auberge du Pont d'AcignÈ,One,Contemporary ,EUR,Bretagne,87.69,"48.1302778,-1.5345651",48.1302778,-1.5345651,France
Le St-Placide,One,Contemporary ,EUR,Bretagne,81.59,"48.6347400,-1.9996000",48.63474,-1.9996,France
Les Hautes Roches,One,Traditional,EUR,Centre-Val-De-Loire,107.12,"47.4101700,0.7714700",47.41017,0.77147,France
Le Clocher des PËres,One,Creative,EUR,Auvergne-Rhone-Alpes,72.15,"45.3671100,6.3164600",45.36711,6.31646,France
La Galinette,One,Creative,EUR,Occitanie,57.72,"42.7025096,2.8932762",42.7025096,2.8932762,France
Neige d'…tÈ,One,Contemporary ,EUR,Ile-De-France,133.2,"48.8453520,2.2991171",48.845352,2.2991171,France
Pure & V,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,83.25,"43.6965441,7.2540623",43.6965441,7.2540623,France
La Chassagnette,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,122.1,"43.5687520,4.6678780",43.568752,4.667878,France
Le Clos des Sens,Three,Creative,EUR,Auvergne-Rhone-Alpes,187.59,"45.9181000,6.1443800",45.9181,6.14438,France
Virtus,One,Contemporary ,EUR,Ile-De-France,63.27,"48.8501215,2.3781195",48.8501215,2.3781195,France
Auberge Frankenbourg,One,Contemporary ,EUR,Grand-Est,74.93,"48.2838970,7.3032260",48.283897,7.303226,France
La Vieille Tour,One,Contemporary ,EUR,Bretagne,62.72,"48.5307660,-2.7259717",48.530766,-2.7259717,France
La Madeleine,One,Contemporary ,EUR,Bourgogne-Franche-Comte,94.35,"48.1958900,3.2741800",48.19589,3.27418,France
Flaveur,Two,Creative,EUR,Provence-Alpes-Cote-Dazur,141.53,"43.7014072,7.2718302",43.7014072,7.2718302,France
Faventia,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,144.3,"43.5906640,6.7319345",43.590664,6.7319345,France
Ken Kawasaki,One,Creative,EUR,Ile-De-France,74.93,"48.8868972,2.3328308",48.8868972,2.3328308,France
Une Table au Sud,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,104.9,"43.2961600,5.3735700",43.29616,5.37357,France
La PassagËre,One,Creative,EUR,Provence-Alpes-Cote-Dazur,147.08,"43.5655500,7.1156750",43.56555,7.115675,France
Le Pourquoi Pas,One,Contemporary ,EUR,Bretagne,74.93,"48.6352600,-2.0497700",48.63526,-2.04977,France
La Table d'‡† CÙtÈ,One,Contemporary ,EUR,Centre-Val-De-Loire,78.81,"47.8217465,1.9114269",47.8217465,1.9114269,France
La Cachette,One,Creative,EUR,Auvergne-Rhone-Alpes,91.58,"44.9325175,4.8865760",44.9325175,4.886576,France
Relais Louis XIII,One,Classic,EUR,Ile-De-France,116.55,"48.8546356,2.3408499",48.8546356,2.3408499,France
Les Tables de Gaspard,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,59.39,"44.7065900,6.6081090",44.70659,6.608109,France
Le Saint-Martin,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,108.23,"43.7316508,7.1066248",43.7316508,7.1066248,France
Akrame,One,Creative,EUR,Ile-De-France,130.43,"48.8714069,2.3252971",48.8714069,2.3252971,France
Sichuan Moon,Two,Sichuan,MOP,Macau-Region,226.56,"22.1476053,113.5725889",22.1476053,113.5725889,Macao
8 1/2 Otto e Mezzo - Bombana,One,Italian,MOP,Macau-Region,196.8,"22.1466458,113.5556283",22.1466458,113.5556283,Macao
The Golden Peacock,One,Indian,MOP,Macau-Region,54.48,"22.1484753,113.5598605",22.1484753,113.5598605,Macao
Mizumi (Macau),Two,Japanese,MOP,Macau-Region,179.4,"22.1887550,113.5448800",22.188755,113.54488,Macao
The Tasting Room,Two,French Contemporary,MOP,Macau-Region,191.28,"22.1499231,113.5650238",22.1499231,113.5650238,Macao
Zi Yat Heen,One,Cantonese,MOP,Macau-Region,299.28,"22.1454180,113.5615200",22.145418,113.56152,Macao
Alain Ducasse at Morpheus,Two,French Contemporary,MOP,Macau-Region,257.28,"22.1500770,113.5673912",22.150077,113.5673912,Macao
Shinji by Kanesaka,One,Sushi,MOP,Macau-Region,217.56,"22.1496350,113.5639700",22.149635,113.56397,Macao
Lai Heen,One,Cantonese,MOP,Macau-Region,143.28,"22.1487540,113.5519260",22.148754,113.551926,Macao
Feng Wei Ju,Two,Sichuan,MOP,Macau-Region,60,"22.1899600,113.5479400",22.18996,113.54794,Macao
Jade Dragon,Three,Cantonese,MOP,Macau-Region,138,"22.1491370,113.5671500",22.149137,113.56715,Macao
The Kitchen,One,Steakhouse,MOP,Macau-Region,133.8,"22.1911977,113.5432276",22.1911977,113.5432276,Macao
Robuchon au DÙme,Three,French Contemporary,MOP,Macau-Region,251.28,"22.1899490,113.5439500",22.189949,113.54395,Macao
Golden Flower,Two,Beijing-Cantonese,MOP,Macau-Region,138,"22.1875300,113.5480600",22.18753,113.54806,Macao
Wing Lei,Two,Cantonese,MOP,Macau-Region,132,"22.1880280,113.5457800",22.188028,113.54578,Macao
Pearl Dragon,One,Cantonese,MOP,Macau-Region,133.8,"22.1415956,113.5610548",22.1415956,113.5610548,Macao
Ying,One,Cantonese,MOP,Macau-Region,132,"22.1619565,113.5551252",22.1619565,113.5551252,Macao
King,One,Cantonese,MOP,Macau-Region,39,"22.1901780,113.5402800",22.190178,113.54028,Macao
The Eight,Three,Cantonese,MOP,Macau-Region,204,"22.1904750,113.5434100",22.190475,113.54341,Macao
Tim's Kitchen,One,Cantonese,MOP,Macau-Region,114,"22.1898980,113.5439000",22.189898,113.5439,Macao
Liu Yuan Pavilion,One,Shanghainese,HKD,Hong-Kong-Region,61.75,"22.2781199,114.1707918",22.2781199,114.1707918,Hong Kong
Vea,One,Innovative,HKD,Hong-Kong-Region,218.4,"22.2850017,114.1529100",22.2850017,114.15291,Hong Kong
…pure,One,French Contemporary,HKD,Hong-Kong-Region,194.09,"22.2960349,114.1683295",22.2960349,114.1683295,Hong Kong
Pang's Kitchen,One,Cantonese,HKD,Hong-Kong-Region,48.75,"22.2692100,114.1845200",22.26921,114.18452,Hong Kong
New Punjab Club,One,Indian,HKD,Hong-Kong-Region,71.5,"22.2800500,114.1552500",22.28005,114.15525,Hong Kong
Pierre,Two,French Contemporary,HKD,Hong-Kong-Region,194.22,"22.2821270,114.1594800",22.282127,114.15948,Hong Kong
Man Wah,One,Cantonese,HKD,Hong-Kong-Region,136.5,"22.2822130,114.1595100",22.282213,114.15951,Hong Kong
R˘n,One,Cantonese,HKD,Hong-Kong-Region,84.5,"22.2801049,114.1767966",22.2801049,114.1767966,Hong Kong
L'Envol,One,French Contemporary,HKD,Hong-Kong-Region,207.09,"22.2799005,114.1761315",22.2799005,114.1761315,Hong Kong
Ming Court (Mong Kok),One,Cantonese,HKD,Hong-Kong-Region,113.75,"22.3183140,114.1693300",22.318314,114.16933,Hong Kong
Kashiwaya,Two,Japanese,HKD,Hong-Kong-Region,377,"22.2806430,114.1567400",22.280643,114.15674,Hong Kong
Shang Palace,One,Cantonese,HKD,Hong-Kong-Region,87.75,"22.2973250,114.1771550",22.297325,114.177155,Hong Kong
Summer Palace,One,Cantonese,HKD,Hong-Kong-Region,120.25,"22.2771360,114.1643000",22.277136,114.1643,Hong Kong
Bo Innovation,Two,Innovative,HKD,Hong-Kong-Region,203.45,"22.2763009,114.1710473",22.2763009,114.1710473,Hong Kong
Ryota Kappou CONTEMPORARY ,One,Japanese,HKD,Hong-Kong-Region,172.9,"22.2806464,114.1567948",22.2806464,114.1567948,Hong Kong
8 1/2 Otto e Mezzo - Bombana,Three,Italian,HKD,Hong-Kong-Region,187.2,"22.2814635,114.1586700",22.2814635,114.15867,Hong Kong
Belon,One,French Contemporary,HKD,Hong-Kong-Region,141.44,"22.2817199,114.1524259",22.2817199,114.1524259,Hong Kong
T'ang Court,Three,Cantonese,HKD,Hong-Kong-Region,135.2,"22.2965720,114.1698000",22.296572,114.1698,Hong Kong
Guo Fu Lou,One,Cantonese,HKD,Hong-Kong-Region,156,"22.2783130,114.1603400",22.278313,114.16034,Hong Kong
Imperial Treasure Fine Chinese Cuisine (Tsim Sha Tsui),One,Cantonese,HKD,Hong-Kong-Region,78,"22.2961770,114.1700060",22.296177,114.170006,Hong Kong
Lei Garden (Mong Kok),One,Cantonese,HKD,Hong-Kong-Region,65,"22.3202190,114.1713300",22.320219,114.17133,Hong Kong
Louise,One,French Contemporary,HKD,Hong-Kong-Region,122.2,"22.2835020,114.1519427",22.283502,114.1519427,Hong Kong
Spring Moon,One,Cantonese,HKD,Hong-Kong-Region,168.22,"22.2949430,114.1718200",22.294943,114.17182,Hong Kong
Sushi Shikon,Three,Sushi,HKD,Hong-Kong-Region,344.5,"22.2806103,114.1577893",22.2806103,114.1577893,Hong Kong
YË Shanghai (Tsim Sha Tsui),One,Shanghainese,HKD,Hong-Kong-Region,58.5,"22.2951430,114.1682360",22.295143,114.168236,Hong Kong
Arcane,One,European Contemporary,HKD,Hong-Kong-Region,93.47,"22.2806290,114.1567758",22.280629,114.1567758,Hong Kong
